layer,metric,attack,rho,pval,n,family,q_per_attack,q_per_family,q_global,sig_per_attack,sig_per_family,sig_global
27,Batch_Cov_Trace,MIA_MinK,-0.2727,0.4171,11,auss,0.9822,0.9762,0.8797,,,
27,Batch_Cov_Trace,MIA_Ref,-0.1273,0.7092,11,auss,0.9821,0.9434,0.9786,,,
27,Batch_Cov_Trace,MIA_Hidden,0.3636,0.2716,11,auss,0.9958,0.9939,0.7465,,,
27,Batch_Cov_Trace,SPV_MIA,0.8722,0.0005,11,auss,0.0064,0.0061,0.0369,**,**,*
27,Batch_Cov_TopEig,Steering,0.0036,0.9899,15,auss,0.9899,0.9899,1.0000,,,
27,Batch_Cov_TopEig,ICL,-0.8129,0.0002,15,auss,0.0112,0.0069,0.0369,*,**,*
27,Batch_Cov_TopEig,GCG,-0.2489,0.3711,15,auss,0.7869,0.8445,0.8495,,,
27,Batch_Cov_TopEig,MIA,0.2321,0.4051,15,auss,0.9988,1.0000,0.8709,,,
27,Batch_Cov_TopEig,MIA_MinK,-0.4273,0.1899,11,auss,0.9822,0.9762,0.6215,,,
27,Batch_Cov_TopEig,MIA_Ref,-0.0909,0.7904,11,auss,0.9821,0.9434,0.9786,,,
27,Batch_Cov_TopEig,MIA_Hidden,0.2273,0.5015,11,auss,0.9958,0.9939,0.9373,,,
27,Batch_Cov_TopEig,SPV_MIA,0.8448,0.0011,11,auss,0.0122,0.0127,0.0464,*,*,*
27,Reg_S_alpha_2,Steering,-0.2527,0.4048,13,entropy,0.9873,0.9858,0.8709,,,
27,Reg_S_alpha_2,ICL,0.0113,0.9708,13,entropy,0.9726,0.9745,0.9932,,,
27,Reg_S_alpha_2,GCG,-0.3062,0.3089,13,entropy,0.6795,0.6225,0.8031,,,
27,Reg_S_alpha_2,MIA,0.4011,0.1744,13,entropy,0.9988,0.7011,0.5882,,,
27,Reg_S_alpha_2,MIA_MinK,-0.2500,0.5165,9,entropy,0.9822,0.9120,0.9373,,,
27,Reg_S_alpha_2,MIA_Ref,0.6667,0.0499,9,entropy,0.9785,0.9794,0.2877,,,
27,Reg_S_alpha_2,MIA_Hidden,0.2667,0.4879,9,entropy,0.9958,0.9847,0.9318,,,
27,Reg_S_alpha_2,SPV_MIA,0.2000,0.6059,9,entropy,0.6910,0.7154,0.9731,,,
27,Reg_MeanCos,Steering,0.2527,0.4048,13,entropy,0.9873,0.9858,0.8709,,,
27,Reg_MeanCos,ICL,-0.0113,0.9708,13,entropy,0.9726,0.9745,0.9932,,,
27,Reg_MeanCos,GCG,0.3062,0.3089,13,entropy,0.6795,0.6225,0.8031,,,
27,Reg_MeanCos,MIA,-0.4011,0.1744,13,entropy,0.9988,0.7011,0.5882,,,
27,Reg_MeanCos,MIA_MinK,0.2500,0.5165,9,entropy,0.9822,0.9120,0.9373,,,
27,Reg_MeanCos,MIA_Ref,-0.6667,0.0499,9,entropy,0.9785,0.9794,0.2877,,,
27,Reg_MeanCos,MIA_Hidden,-0.2667,0.4879,9,entropy,0.9958,0.9847,0.9318,,,
27,Reg_MeanCos,SPV_MIA,-0.2000,0.6059,9,entropy,0.6910,0.7154,0.9731,,,
27,Reg_MeanL2,Steering,-0.2033,0.5053,13,entropy,0.9873,0.9858,0.9373,,,
27,Reg_MeanL2,ICL,0.1044,0.7343,13,entropy,0.7602,0.7749,0.9786,,,
27,Reg_MeanL2,GCG,-0.1212,0.6932,13,entropy,0.9451,0.8674,0.9786,,,
27,Reg_MeanL2,MIA,-0.0879,0.7752,13,entropy,0.9988,0.9219,0.9786,,,
27,Reg_MeanL2,MIA_MinK,0.7000,0.0358,9,entropy,0.6582,0.4876,0.2392,,,
27,Reg_MeanL2,MIA_Ref,0.3333,0.3807,9,entropy,0.9785,0.9794,0.8545,,,
27,Reg_MeanL2,MIA_Hidden,-0.7000,0.0358,9,entropy,0.5979,0.3680,0.2392,,,
27,Reg_MeanL2,SPV_MIA,0.5500,0.1250,9,entropy,0.1803,0.2037,0.4879,,,
27,AnonDiff_S_alpha_2,Steering,-0.1484,0.6286,13,entropy,0.9873,0.9858,0.9786,,,
27,AnonDiff_S_alpha_2,ICL,-0.6293,0.0212,13,entropy,0.0453,0.0865,0.1807,*,,
27,AnonDiff_S_alpha_2,GCG,-0.6699,0.0122,13,entropy,0.1376,0.1617,0.1346,,,
27,AnonDiff_S_alpha_2,MIA,-0.0495,0.8725,13,entropy,0.9988,0.9558,0.9897,,,
27,AnonDiff_S_alpha_2,MIA_MinK,-0.0500,0.8984,9,entropy,0.9822,0.9680,0.9907,,,
27,AnonDiff_S_alpha_2,MIA_Ref,-0.4167,0.2646,9,entropy,0.9785,0.9794,0.7422,,,
27,AnonDiff_S_alpha_2,MIA_Hidden,0.1500,0.7001,9,entropy,0.9958,0.9847,0.9786,,,
27,AnonDiff_S_alpha_2,SPV_MIA,0.8000,0.0096,9,entropy,0.0379,0.0318,0.1182,*,*,
27,AnonDiff_MeanCos,Steering,0.2033,0.5053,13,entropy,0.9873,0.9858,0.9373,,,
27,AnonDiff_MeanCos,ICL,0.6631,0.0135,13,entropy,0.0342,0.0787,0.1368,*,,
27,AnonDiff_MeanCos,GCG,0.5837,0.0362,13,entropy,0.2732,0.2516,0.2392,,,
27,AnonDiff_MeanCos,MIA,-0.2857,0.3440,13,entropy,0.9988,0.7292,0.8237,,,
27,AnonDiff_MeanCos,MIA_MinK,-0.0667,0.8647,9,entropy,0.9822,0.9356,0.9897,,,
27,AnonDiff_MeanCos,MIA_Ref,0.0167,0.9661,9,entropy,1.0000,1.0000,0.9916,,,
27,AnonDiff_MeanCos,MIA_Hidden,0.0167,0.9661,9,entropy,0.9958,0.9847,0.9916,,,
27,AnonDiff_MeanCos,SPV_MIA,-0.9833,0.0000,9,entropy,0.0003,0.0001,0.0020,**,**,**
27,AnonDiff_MeanL2,Steering,-0.1758,0.5656,13,entropy,0.9873,0.9858,0.9586,,,
27,AnonDiff_MeanL2,ICL,0.1947,0.5238,13,entropy,0.5974,0.6669,0.9416,,,
27,AnonDiff_MeanL2,GCG,-0.0064,0.9835,13,entropy,0.9986,0.9948,0.9974,,,
27,AnonDiff_MeanL2,MIA,-0.2637,0.3839,13,entropy,0.9988,0.7292,0.8563,,,
27,AnonDiff_MeanL2,MIA_MinK,0.3667,0.3317,9,entropy,0.9822,0.9120,0.8176,,,
27,AnonDiff_MeanL2,MIA_Ref,0.0167,0.9661,9,entropy,1.0000,1.0000,0.9916,,,
27,AnonDiff_MeanL2,MIA_Hidden,-0.7500,0.0199,9,entropy,0.5979,0.3680,0.1709,,,
27,AnonDiff_MeanL2,SPV_MIA,0.2167,0.5755,9,entropy,0.6620,0.6938,0.9586,,,
27,NormAnonDiff_S_alpha_2,Steering,-0.1264,0.6808,13,entropy,0.9873,0.9858,0.9786,,,
27,NormAnonDiff_S_alpha_2,ICL,-0.7168,0.0058,13,entropy,0.0208,0.0571,0.0860,*,,
27,NormAnonDiff_S_alpha_2,GCG,-0.6156,0.0251,13,entropy,0.2453,0.2516,0.1916,,,
27,NormAnonDiff_S_alpha_2,MIA,0.1538,0.6158,13,entropy,0.9988,0.8294,0.9786,,,
27,NormAnonDiff_S_alpha_2,MIA_MinK,-0.1333,0.7324,9,entropy,0.9822,0.9120,0.9786,,,
27,NormAnonDiff_S_alpha_2,MIA_Ref,-0.1667,0.6682,9,entropy,0.9821,0.9885,0.9786,,,
27,NormAnonDiff_S_alpha_2,MIA_Hidden,0.1333,0.7324,9,entropy,0.9958,0.9847,0.9786,,,
27,NormAnonDiff_S_alpha_2,SPV_MIA,0.9000,0.0009,9,entropy,0.0111,0.0100,0.0464,*,**,*
27,NormAnonDiff_MeanCos,Steering,0.2033,0.5053,13,entropy,0.9873,0.9858,0.9373,,,
27,NormAnonDiff_MeanCos,ICL,0.6631,0.0135,13,entropy,0.0342,0.0787,0.1368,*,,
27,NormAnonDiff_MeanCos,GCG,0.5837,0.0362,13,entropy,0.2732,0.2516,0.2392,,,
27,NormAnonDiff_MeanCos,MIA,-0.2857,0.3440,13,entropy,0.9988,0.7292,0.8237,,,
27,NormAnonDiff_MeanCos,MIA_MinK,-0.0667,0.8647,9,entropy,0.9822,0.9356,0.9897,,,
27,NormAnonDiff_MeanCos,MIA_Ref,0.0167,0.9661,9,entropy,1.0000,1.0000,0.9916,,,
27,NormAnonDiff_MeanCos,MIA_Hidden,0.0167,0.9661,9,entropy,0.9958,0.9847,0.9916,,,
27,NormAnonDiff_MeanCos,SPV_MIA,-0.9833,0.0000,9,entropy,0.0003,0.0001,0.0020,**,**,**
28,Centroid_Norm,Steering,0.0821,0.7710,15,auss,0.9873,0.9577,0.9786,,,
28,Centroid_Norm,ICL,0.6473,0.0091,15,auss,0.0282,0.0176,0.1152,*,*,
28,Centroid_Norm,GCG,0.3253,0.2368,15,auss,0.5531,0.6276,0.7058,,,
28,Centroid_Norm,MIA,-0.3107,0.2597,15,auss,0.9988,1.0000,0.7422,,,
28,Centroid_Norm,MIA_MinK,0.6727,0.0233,11,auss,0.6582,0.7671,0.1848,,,
28,Centroid_Norm,MIA_Ref,-0.1636,0.6307,11,auss,0.9821,0.9434,0.9786,,,
28,Centroid_Norm,MIA_Hidden,-0.6545,0.0289,11,auss,0.5979,0.9939,0.2113,,,
28,Centroid_Norm,SPV_MIA,-0.3288,0.3236,11,auss,0.4058,0.3619,0.8163,,,
28,Global_Coherence,Steering,0.0821,0.7710,15,auss,0.9873,0.9577,0.9786,,,
28,Global_Coherence,ICL,0.6473,0.0091,15,auss,0.0282,0.0176,0.1152,*,*,
28,Global_Coherence,GCG,0.3253,0.2368,15,auss,0.5531,0.6276,0.7058,,,
28,Global_Coherence,MIA,-0.3107,0.2597,15,auss,0.9988,1.0000,0.7422,,,
28,Global_Coherence,MIA_MinK,0.6727,0.0233,11,auss,0.6582,0.7671,0.1848,,,
28,Global_Coherence,MIA_Ref,-0.1636,0.6307,11,auss,0.9821,0.9434,0.9786,,,
28,Global_Coherence,MIA_Hidden,-0.6545,0.0289,11,auss,0.5979,0.9939,0.2113,,,
28,Global_Coherence,SPV_MIA,-0.3288,0.3236,11,auss,0.4058,0.3619,0.8163,,,
28,Batch_SecondMoment_TopEig,Steering,0.0857,0.7613,15,auss,0.9873,0.9577,0.9786,,,
28,Batch_SecondMoment_TopEig,ICL,0.6179,0.0141,15,auss,0.0351,0.0223,0.1394,*,*,
28,Batch_SecondMoment_TopEig,GCG,0.3253,0.2368,15,auss,0.5531,0.6276,0.7058,,,
28,Batch_SecondMoment_TopEig,MIA,-0.3214,0.2427,15,auss,0.9988,1.0000,0.7220,,,
28,Batch_SecondMoment_TopEig,MIA_MinK,0.6091,0.0467,11,auss,0.6582,0.9483,0.2826,,,
28,Batch_SecondMoment_TopEig,MIA_Ref,-0.1818,0.5926,11,auss,0.9785,0.9434,0.9684,,,
28,Batch_SecondMoment_TopEig,MIA_Hidden,-0.6909,0.0186,11,auss,0.5979,0.9939,0.1654,,,
28,Batch_SecondMoment_TopEig,SPV_MIA,-0.3379,0.3095,11,auss,0.3919,0.3522,0.8031,,,
28,AUSS_L2,Steering,-0.0821,0.7710,15,auss,0.9873,0.9577,0.9786,,,
28,AUSS_L2,ICL,-0.6473,0.0091,15,auss,0.0282,0.0176,0.1152,*,*,
28,AUSS_L2,GCG,-0.3253,0.2368,15,auss,0.5531,0.6276,0.7058,,,
28,AUSS_L2,MIA,0.3107,0.2597,15,auss,0.9988,1.0000,0.7422,,,
28,AUSS_L2,MIA_MinK,-0.6727,0.0233,11,auss,0.6582,0.7671,0.1848,,,
28,AUSS_L2,MIA_Ref,0.1636,0.6307,11,auss,0.9821,0.9434,0.9786,,,
28,AUSS_L2,MIA_Hidden,0.6545,0.0289,11,auss,0.5979,0.9939,0.2113,,,
28,AUSS_L2,SPV_MIA,0.3288,0.3236,11,auss,0.4058,0.3619,0.8163,,,
28,AUSS_Cos2,Steering,-0.0857,0.7613,15,auss,0.9873,0.9577,0.9786,,,
28,AUSS_Cos2,ICL,-0.6179,0.0141,15,auss,0.0351,0.0223,0.1394,*,*,
28,AUSS_Cos2,GCG,-0.3253,0.2368,15,auss,0.5531,0.6276,0.7058,,,
28,AUSS_Cos2,MIA,0.3214,0.2427,15,auss,0.9988,1.0000,0.7220,,,
28,AUSS_Cos2,MIA_MinK,-0.6091,0.0467,11,auss,0.6582,0.9483,0.2826,,,
28,AUSS_Cos2,MIA_Ref,0.1818,0.5926,11,auss,0.9785,0.9434,0.9684,,,
28,AUSS_Cos2,MIA_Hidden,0.6909,0.0186,11,auss,0.5979,0.9939,0.1654,,,
28,AUSS_Cos2,SPV_MIA,0.3379,0.3095,11,auss,0.3919,0.3522,0.8031,,,
28,AUSS_Jac,Steering,-0.1786,0.5243,15,auss,0.9873,0.9577,0.9416,,,
28,AUSS_Jac,ICL,-0.3126,0.2566,15,auss,0.3257,0.2742,0.7383,,,
28,AUSS_Jac,GCG,-0.1470,0.6012,15,auss,0.9451,0.9546,0.9731,,,
28,AUSS_Jac,MIA,0.1357,0.6296,15,auss,0.9988,1.0000,0.9786,,,
28,AUSS_Jac,MIA_MinK,-0.4455,0.1697,11,auss,0.9822,0.9762,0.5807,,,
28,AUSS_Jac,MIA_Ref,0.1455,0.6696,11,auss,0.9821,0.9434,0.9786,,,
28,AUSS_Jac,MIA_Hidden,0.4727,0.1420,11,auss,0.8424,0.9939,0.5261,,,
28,AUSS_Jac,SPV_MIA,-0.0183,0.9575,11,auss,0.9611,0.9648,0.9916,,,
28,Batch_Cov_Trace,Steering,-0.0821,0.7710,15,auss,0.9873,0.9577,0.9786,,,
28,Batch_Cov_Trace,ICL,-0.6473,0.0091,15,auss,0.0282,0.0176,0.1152,*,*,
28,Batch_Cov_Trace,GCG,-0.3253,0.2368,15,auss,0.5531,0.6276,0.7058,,,
28,Batch_Cov_Trace,MIA,0.3107,0.2597,15,auss,0.9988,1.0000,0.7422,,,
28,Batch_Cov_Trace,MIA_MinK,-0.6727,0.0233,11,auss,0.6582,0.7671,0.1848,,,
28,Batch_Cov_Trace,MIA_Ref,0.1636,0.6307,11,auss,0.9821,0.9434,0.9786,,,
28,Batch_Cov_Trace,MIA_Hidden,0.6545,0.0289,11,auss,0.5979,0.9939,0.2113,,,
28,Batch_Cov_Trace,SPV_MIA,0.3288,0.3236,11,auss,0.4058,0.3619,0.8163,,,
28,Batch_Cov_TopEig,Steering,-0.0571,0.8397,15,auss,0.9873,0.9577,0.9866,,,
28,Batch_Cov_TopEig,ICL,-0.8864,0.0000,15,auss,0.0057,0.0028,0.0091,**,**,**
28,Batch_Cov_TopEig,GCG,-0.4546,0.0886,15,auss,0.3140,0.3836,0.4006,,,
28,Batch_Cov_TopEig,MIA,0.2964,0.2834,15,auss,0.9988,1.0000,0.7717,,,
28,Batch_Cov_TopEig,MIA_MinK,-0.4909,0.1252,11,auss,0.9822,0.9762,0.4879,,,
28,Batch_Cov_TopEig,MIA_Ref,-0.0091,0.9788,11,auss,1.0000,0.9863,0.9952,,,
28,Batch_Cov_TopEig,MIA_Hidden,0.4273,0.1899,11,auss,0.9958,0.9939,0.6215,,,
28,Batch_Cov_TopEig,SPV_MIA,0.8722,0.0005,11,auss,0.0064,0.0061,0.0369,**,**,*
28,Reg_S_alpha_2,Steering,-0.4011,0.1744,13,entropy,0.9873,0.9858,0.5882,,,
28,Reg_S_alpha_2,ICL,0.0056,0.9854,13,entropy,0.9854,0.9854,0.9974,,,
28,Reg_S_alpha_2,GCG,-0.4051,0.1697,13,entropy,0.4435,0.3702,0.5807,,,
28,Reg_S_alpha_2,MIA,0.3681,0.2159,13,entropy,0.9988,0.7011,0.6724,,,
28,Reg_S_alpha_2,MIA_MinK,0.2833,0.4600,9,entropy,0.9822,0.9120,0.9136,,,
28,Reg_S_alpha_2,MIA_Ref,0.5667,0.1116,9,entropy,0.9785,0.9794,0.4614,,,
28,Reg_S_alpha_2,MIA_Hidden,-0.2833,0.4600,9,entropy,0.9958,0.9847,0.9136,,,
28,Reg_S_alpha_2,SPV_MIA,0.8167,0.0072,9,entropy,0.0300,0.0261,0.0960,*,*,
28,Reg_MeanCos,Steering,0.4176,0.1557,13,entropy,0.9873,0.9858,0.5563,,,
28,Reg_MeanCos,ICL,-0.0254,0.9344,13,entropy,0.9433,0.9451,0.9907,,,
28,Reg_MeanCos,GCG,0.4211,0.1519,13,entropy,0.4221,0.3549,0.5466,,,
28,Reg_MeanCos,MIA,-0.3626,0.2233,13,entropy,0.9988,0.7011,0.6833,,,
28,Reg_MeanCos,MIA_MinK,-0.0667,0.8647,9,entropy,0.9822,0.9356,0.9897,,,
28,Reg_MeanCos,MIA_Ref,-0.4833,0.1875,9,entropy,0.9785,0.9794,0.6175,,,
28,Reg_MeanCos,MIA_Hidden,0.1167,0.7650,9,entropy,0.9958,0.9847,0.9786,,,
28,Reg_MeanCos,SPV_MIA,-0.8500,0.0037,9,entropy,0.0233,0.0204,0.0658,*,*,
28,Reg_MeanL2,Steering,-0.2033,0.5053,13,entropy,0.9873,0.9858,0.9373,,,
28,Reg_MeanL2,ICL,0.1044,0.7343,13,entropy,0.7602,0.7749,0.9786,,,
28,Reg_MeanL2,GCG,-0.1212,0.6932,13,entropy,0.9451,0.8674,0.9786,,,
28,Reg_MeanL2,MIA,-0.0879,0.7752,13,entropy,0.9988,0.9219,0.9786,,,
28,Reg_MeanL2,MIA_MinK,0.7000,0.0358,9,entropy,0.6582,0.4876,0.2392,,,
28,Reg_MeanL2,MIA_Ref,0.3333,0.3807,9,entropy,0.9785,0.9794,0.8545,,,
28,Reg_MeanL2,MIA_Hidden,-0.7000,0.0358,9,entropy,0.5979,0.3680,0.2392,,,
28,Reg_MeanL2,SPV_MIA,0.5500,0.1250,9,entropy,0.1803,0.2037,0.4879,,,
28,AnonDiff_S_alpha_2,Steering,-0.0165,0.9574,13,entropy,0.9873,0.9858,0.9916,,,
28,AnonDiff_S_alpha_2,ICL,-0.4571,0.1163,13,entropy,0.1673,0.2257,0.4760,,,
28,AnonDiff_S_alpha_2,GCG,-0.5168,0.0706,13,entropy,0.3007,0.2615,0.3524,,,
28,AnonDiff_S_alpha_2,MIA,0.0934,0.7615,13,entropy,0.9988,0.9219,0.9786,,,
28,AnonDiff_S_alpha_2,MIA_MinK,-0.5500,0.1250,9,entropy,0.9822,0.9120,0.4879,,,
28,AnonDiff_S_alpha_2,MIA_Ref,0.1667,0.6682,9,entropy,0.9821,0.9885,0.9786,,,
28,AnonDiff_S_alpha_2,MIA_Hidden,0.5667,0.1116,9,entropy,0.7756,0.4678,0.4614,,,
28,AnonDiff_S_alpha_2,SPV_MIA,0.2500,0.5165,9,entropy,0.6124,0.6619,0.9373,,,
28,AnonDiff_MeanCos,Steering,0.0604,0.8445,13,entropy,0.9873,0.9858,0.9892,,,
28,AnonDiff_MeanCos,ICL,0.6377,0.0190,13,entropy,0.0430,0.0865,0.1685,*,,
28,AnonDiff_MeanCos,GCG,0.4849,0.0931,13,entropy,0.3140,0.2615,0.4082,,,
28,AnonDiff_MeanCos,MIA,-0.3681,0.2159,13,entropy,0.9988,0.7011,0.6724,,,
28,AnonDiff_MeanCos,MIA_MinK,0.3333,0.3807,9,entropy,0.9822,0.9120,0.8545,,,
28,AnonDiff_MeanCos,MIA_Ref,-0.2167,0.5755,9,entropy,0.9785,0.9885,0.9586,,,
28,AnonDiff_MeanCos,MIA_Hidden,-0.3500,0.3558,9,entropy,0.9958,0.9032,0.8276,,,
28,AnonDiff_MeanCos,SPV_MIA,-0.7167,0.0298,9,entropy,0.0736,0.0610,0.2128,,,
28,AnonDiff_MeanL2,Steering,-0.1374,0.6545,13,entropy,0.9873,0.9858,0.9786,,,
28,AnonDiff_MeanL2,ICL,0.1947,0.5238,13,entropy,0.5974,0.6669,0.9416,,,
28,AnonDiff_MeanL2,GCG,0.0319,0.9176,13,entropy,0.9762,0.9690,0.9907,,,
28,AnonDiff_MeanL2,MIA,-0.3132,0.2974,13,entropy,0.9988,0.7011,0.7835,,,
28,AnonDiff_MeanL2,MIA_MinK,0.3500,0.3558,9,entropy,0.9822,0.9120,0.8276,,,
28,AnonDiff_MeanL2,MIA_Ref,-0.0500,0.8984,9,entropy,0.9821,1.0000,0.9907,,,
28,AnonDiff_MeanL2,MIA_Hidden,-0.8000,0.0096,9,entropy,0.5979,0.3680,0.1182,,,
28,AnonDiff_MeanL2,SPV_MIA,0.1167,0.7650,9,entropy,0.7905,0.7828,0.9786,,,
28,NormAnonDiff_S_alpha_2,Steering,-0.0879,0.7752,13,entropy,0.9873,0.9858,0.9786,,,
28,NormAnonDiff_S_alpha_2,ICL,-0.4289,0.1436,13,entropy,0.1969,0.2651,0.5305,,,
28,NormAnonDiff_S_alpha_2,GCG,-0.4625,0.1115,13,entropy,0.3526,0.2915,0.4614,,,
28,NormAnonDiff_S_alpha_2,MIA,0.2473,0.4154,13,entropy,0.9988,0.7410,0.8797,,,
28,NormAnonDiff_S_alpha_2,MIA_MinK,-0.5833,0.0992,9,entropy,0.9822,0.8447,0.4279,,,
28,NormAnonDiff_S_alpha_2,MIA_Ref,0.2167,0.5755,9,entropy,0.9785,0.9885,0.9586,,,
28,NormAnonDiff_S_alpha_2,MIA_Hidden,0.6000,0.0876,9,entropy,0.6972,0.4131,0.3993,,,
28,NormAnonDiff_S_alpha_2,SPV_MIA,0.2333,0.5457,9,entropy,0.6431,0.6926,0.9522,,,
28,NormAnonDiff_MeanCos,Steering,0.0604,0.8445,13,entropy,0.9873,0.9858,0.9892,,,
28,NormAnonDiff_MeanCos,ICL,0.6377,0.0190,13,entropy,0.0430,0.0865,0.1685,*,,
28,NormAnonDiff_MeanCos,GCG,0.4849,0.0931,13,entropy,0.3140,0.2615,0.4082,,,
28,NormAnonDiff_MeanCos,MIA,-0.3681,0.2159,13,entropy,0.9988,0.7011,0.6724,,,
28,NormAnonDiff_MeanCos,MIA_MinK,0.3333,0.3807,9,entropy,0.9822,0.9120,0.8545,,,
28,NormAnonDiff_MeanCos,MIA_Ref,-0.2167,0.5755,9,entropy,0.9785,0.9885,0.9586,,,
28,NormAnonDiff_MeanCos,MIA_Hidden,-0.3500,0.3558,9,entropy,0.9958,0.9032,0.8276,,,
28,NormAnonDiff_MeanCos,SPV_MIA,-0.7167,0.0298,9,entropy,0.0736,0.0610,0.2128,,,
29,Centroid_Norm,Steering,0.2091,0.5372,11,auss,0.9873,0.9577,0.9499,,,
29,Centroid_Norm,ICL,0.8415,0.0012,11,auss,0.0112,0.0069,0.0464,*,**,*
29,Centroid_Norm,GCG,0.7249,0.0116,11,auss,0.1333,0.1135,0.1325,,,
29,Centroid_Norm,MIA,-0.2636,0.4334,11,auss,0.9988,1.0000,0.8883,,,
29,Centroid_Norm,MIA_MinK,0.4643,0.2939,7,auss,0.9822,0.9762,0.7828,,,
29,Centroid_Norm,MIA_Ref,0.0714,0.8790,7,auss,0.9821,0.9434,0.9907,,,
29,Centroid_Norm,MIA_Hidden,-0.3571,0.4316,7,auss,0.9958,0.9939,0.8883,,,
29,Centroid_Norm,SPV_MIA,-0.8571,0.0137,7,auss,0.0452,0.0574,0.1368,*,,
29,Global_Coherence,Steering,0.2091,0.5372,11,auss,0.9873,0.9577,0.9499,,,
29,Global_Coherence,ICL,0.8415,0.0012,11,auss,0.0112,0.0069,0.0464,*,**,*
29,Global_Coherence,GCG,0.7249,0.0116,11,auss,0.1333,0.1135,0.1325,,,
29,Global_Coherence,MIA,-0.2636,0.4334,11,auss,0.9988,1.0000,0.8883,,,
29,Global_Coherence,MIA_MinK,0.4643,0.2939,7,auss,0.9822,0.9762,0.7828,,,
29,Global_Coherence,MIA_Ref,0.0714,0.8790,7,auss,0.9821,0.9434,0.9907,,,
29,Global_Coherence,MIA_Hidden,-0.3571,0.4316,7,auss,0.9958,0.9939,0.8883,,,
29,Global_Coherence,SPV_MIA,-0.8571,0.0137,7,auss,0.0452,0.0574,0.1368,*,,
29,Batch_SecondMoment_TopEig,Steering,0.2091,0.5372,11,auss,0.9873,0.9577,0.9499,,,
29,Batch_SecondMoment_TopEig,ICL,0.8415,0.0012,11,auss,0.0112,0.0069,0.0464,*,**,*
29,Batch_SecondMoment_TopEig,GCG,0.7249,0.0116,11,auss,0.1333,0.1135,0.1325,,,
29,Batch_SecondMoment_TopEig,MIA,-0.2636,0.4334,11,auss,0.9988,1.0000,0.8883,,,
29,Batch_SecondMoment_TopEig,MIA_MinK,0.4643,0.2939,7,auss,0.9822,0.9762,0.7828,,,
29,Batch_SecondMoment_TopEig,MIA_Ref,0.0714,0.8790,7,auss,0.9821,0.9434,0.9907,,,
29,Batch_SecondMoment_TopEig,MIA_Hidden,-0.3571,0.4316,7,auss,0.9958,0.9939,0.8883,,,
29,Batch_SecondMoment_TopEig,SPV_MIA,-0.8571,0.0137,7,auss,0.0452,0.0574,0.1368,*,,
29,AUSS_L2,Steering,-0.2091,0.5372,11,auss,0.9873,0.9577,0.9499,,,
29,AUSS_L2,ICL,-0.8415,0.0012,11,auss,0.0112,0.0069,0.0464,*,**,*
29,AUSS_L2,GCG,-0.7249,0.0116,11,auss,0.1333,0.1135,0.1325,,,
29,AUSS_L2,MIA,0.2636,0.4334,11,auss,0.9988,1.0000,0.8883,,,
29,AUSS_L2,MIA_MinK,-0.4643,0.2939,7,auss,0.9822,0.9762,0.7828,,,
29,AUSS_L2,MIA_Ref,-0.0714,0.8790,7,auss,0.9821,0.9434,0.9907,,,
29,AUSS_L2,MIA_Hidden,0.3571,0.4316,7,auss,0.9958,0.9939,0.8883,,,
29,AUSS_L2,SPV_MIA,0.8571,0.0137,7,auss,0.0452,0.0574,0.1368,*,,
29,AUSS_Cos2,Steering,-0.2182,0.5192,11,auss,0.9873,0.9577,0.9373,,,
29,AUSS_Cos2,ICL,-0.7947,0.0035,11,auss,0.0137,0.0083,0.0628,*,**,
29,AUSS_Cos2,GCG,-0.7249,0.0116,11,auss,0.1333,0.1135,0.1325,,,
29,AUSS_Cos2,MIA,0.2909,0.3855,11,auss,0.9988,1.0000,0.8583,,,
29,AUSS_Cos2,MIA_MinK,-0.3214,0.4821,7,auss,0.9822,0.9762,0.9318,,,
29,AUSS_Cos2,MIA_Ref,0.0000,1.0000,7,auss,1.0000,1.0000,1.0000,,,
29,AUSS_Cos2,MIA_Hidden,0.4286,0.3374,7,auss,0.9958,0.9939,0.8176,,,
29,AUSS_Cos2,SPV_MIA,0.8929,0.0068,7,auss,0.0300,0.0333,0.0952,*,*,
29,AUSS_Jac,Steering,-0.3273,0.3259,11,auss,0.9873,0.9577,0.8163,,,
29,AUSS_Jac,ICL,-0.5142,0.1056,11,auss,0.1580,0.1250,0.4488,,,
29,AUSS_Jac,GCG,-0.8528,0.0008,11,auss,0.0570,0.0498,0.0462,,*,*
29,AUSS_Jac,MIA,-0.0455,0.8944,11,auss,0.9988,1.0000,0.9907,,,
29,AUSS_Jac,MIA_MinK,-0.4643,0.2939,7,auss,0.9822,0.9762,0.7828,,,
29,AUSS_Jac,MIA_Ref,-0.2143,0.6445,7,auss,0.9821,0.9434,0.9786,,,
29,AUSS_Jac,MIA_Hidden,0.5714,0.1802,7,auss,0.9958,0.9939,0.6003,,,
29,AUSS_Jac,SPV_MIA,0.7500,0.0522,7,auss,0.0980,0.0970,0.2896,,,
29,Batch_Cov_Trace,Steering,-0.2091,0.5372,11,auss,0.9873,0.9577,0.9499,,,
29,Batch_Cov_Trace,ICL,-0.8415,0.0012,11,auss,0.0112,0.0069,0.0464,*,**,*
29,Batch_Cov_Trace,GCG,-0.7249,0.0116,11,auss,0.1333,0.1135,0.1325,,,
29,Batch_Cov_Trace,MIA,0.2636,0.4334,11,auss,0.9988,1.0000,0.8883,,,
