layer,metric,attack,rho,pval,n,family,q_per_attack,q_per_family,q_global,sig_per_attack,sig_per_family,sig_global
0,Centroid_Norm,Steering,-0.1929,0.4910,15,auss,0.9873,0.9577,0.9318,,,
0,Centroid_Norm,ICL,0.5848,0.0220,15,auss,0.0453,0.0306,0.1807,*,*,
0,Centroid_Norm,GCG,0.3155,0.2520,15,auss,0.5711,0.6276,0.7334,,,
0,Centroid_Norm,MIA,0.0714,0.8003,15,auss,0.9988,1.0000,0.9786,,,
0,Centroid_Norm,MIA_MinK,0.6455,0.0320,11,auss,0.6582,0.7671,0.2239,,,
0,Centroid_Norm,MIA_Ref,0.1818,0.5926,11,auss,0.9785,0.9434,0.9684,,,
0,Centroid_Norm,MIA_Hidden,-0.3455,0.2981,11,auss,0.9958,0.9939,0.7835,,,
0,Centroid_Norm,SPV_MIA,-0.1187,0.7281,11,auss,0.7657,0.7628,0.9786,,,
0,Global_Coherence,Steering,-0.1929,0.4910,15,auss,0.9873,0.9577,0.9318,,,
0,Global_Coherence,ICL,0.5848,0.0220,15,auss,0.0453,0.0306,0.1807,*,*,
0,Global_Coherence,GCG,0.3155,0.2520,15,auss,0.5711,0.6276,0.7334,,,
0,Global_Coherence,MIA,0.0714,0.8003,15,auss,0.9988,1.0000,0.9786,,,
0,Global_Coherence,MIA_MinK,0.6455,0.0320,11,auss,0.6582,0.7671,0.2239,,,
0,Global_Coherence,MIA_Ref,0.1818,0.5926,11,auss,0.9785,0.9434,0.9684,,,
0,Global_Coherence,MIA_Hidden,-0.3455,0.2981,11,auss,0.9958,0.9939,0.7835,,,
0,Global_Coherence,SPV_MIA,-0.1187,0.7281,11,auss,0.7657,0.7628,0.9786,,,
0,Batch_SecondMoment_TopEig,Steering,-0.1929,0.4910,15,auss,0.9873,0.9577,0.9318,,,
0,Batch_SecondMoment_TopEig,ICL,0.5848,0.0220,15,auss,0.0453,0.0306,0.1807,*,*,
0,Batch_SecondMoment_TopEig,GCG,0.3155,0.2520,15,auss,0.5711,0.6276,0.7334,,,
0,Batch_SecondMoment_TopEig,MIA,0.0714,0.8003,15,auss,0.9988,1.0000,0.9786,,,
0,Batch_SecondMoment_TopEig,MIA_MinK,0.6455,0.0320,11,auss,0.6582,0.7671,0.2239,,,
0,Batch_SecondMoment_TopEig,MIA_Ref,0.1818,0.5926,11,auss,0.9785,0.9434,0.9684,,,
0,Batch_SecondMoment_TopEig,MIA_Hidden,-0.3455,0.2981,11,auss,0.9958,0.9939,0.7835,,,
0,Batch_SecondMoment_TopEig,SPV_MIA,-0.1187,0.7281,11,auss,0.7657,0.7628,0.9786,,,
0,AUSS_L2,Steering,0.1929,0.4910,15,auss,0.9873,0.9577,0.9318,,,
0,AUSS_L2,ICL,-0.5848,0.0220,15,auss,0.0453,0.0306,0.1807,*,*,
0,AUSS_L2,GCG,-0.3155,0.2520,15,auss,0.5711,0.6276,0.7334,,,
0,AUSS_L2,MIA,-0.0714,0.8003,15,auss,0.9988,1.0000,0.9786,,,
0,AUSS_L2,MIA_MinK,-0.6455,0.0320,11,auss,0.6582,0.7671,0.2239,,,
0,AUSS_L2,MIA_Ref,-0.1818,0.5926,11,auss,0.9785,0.9434,0.9684,,,
0,AUSS_L2,MIA_Hidden,0.3455,0.2981,11,auss,0.9958,0.9939,0.7835,,,
0,AUSS_L2,SPV_MIA,0.1187,0.7281,11,auss,0.7657,0.7628,0.9786,,,
0,AUSS_Cos2,Steering,0.1929,0.4910,15,auss,0.9873,0.9577,0.9318,,,
0,AUSS_Cos2,ICL,-0.5848,0.0220,15,auss,0.0453,0.0306,0.1807,*,*,
0,AUSS_Cos2,GCG,-0.3155,0.2520,15,auss,0.5711,0.6276,0.7334,,,
0,AUSS_Cos2,MIA,-0.0714,0.8003,15,auss,0.9988,1.0000,0.9786,,,
0,AUSS_Cos2,MIA_MinK,-0.6455,0.0320,11,auss,0.6582,0.7671,0.2239,,,
0,AUSS_Cos2,MIA_Ref,-0.1818,0.5926,11,auss,0.9785,0.9434,0.9684,,,
0,AUSS_Cos2,MIA_Hidden,0.3455,0.2981,11,auss,0.9958,0.9939,0.7835,,,
0,AUSS_Cos2,SPV_MIA,0.1187,0.7281,11,auss,0.7657,0.7628,0.9786,,,
0,AUSS_Jac,Steering,-0.0215,0.9394,15,auss,0.9873,0.9577,0.9907,,,
0,AUSS_Jac,ICL,-0.5648,0.0283,15,auss,0.0545,0.0383,0.2088,,*,
0,AUSS_Jac,GCG,-0.4327,0.1072,15,auss,0.3452,0.4289,0.4510,,,
0,AUSS_Jac,MIA,0.2437,0.3814,15,auss,0.9988,1.0000,0.8555,,,
0,AUSS_Jac,MIA_MinK,-0.0734,0.8302,11,auss,0.9822,0.9762,0.9786,,,
0,AUSS_Jac,MIA_Ref,-0.1193,0.7269,11,auss,0.9821,0.9434,0.9786,,,
0,AUSS_Jac,MIA_Hidden,-0.1468,0.6667,11,auss,0.9958,0.9939,0.9786,,,
0,AUSS_Jac,SPV_MIA,0.3410,0.3048,11,auss,0.3877,0.3498,0.8005,,,
0,Batch_Cov_Trace,Steering,0.1929,0.4910,15,auss,0.9873,0.9577,0.9318,,,
0,Batch_Cov_Trace,ICL,-0.5848,0.0220,15,auss,0.0453,0.0306,0.1807,*,*,
0,Batch_Cov_Trace,GCG,-0.3155,0.2520,15,auss,0.5711,0.6276,0.7334,,,
0,Batch_Cov_Trace,MIA,-0.0714,0.8003,15,auss,0.9988,1.0000,0.9786,,,
0,Batch_Cov_Trace,MIA_MinK,-0.6455,0.0320,11,auss,0.6582,0.7671,0.2239,,,
0,Batch_Cov_Trace,MIA_Ref,-0.1818,0.5926,11,auss,0.9785,0.9434,0.9684,,,
0,Batch_Cov_Trace,MIA_Hidden,0.3455,0.2981,11,auss,0.9958,0.9939,0.7835,,,
0,Batch_Cov_Trace,SPV_MIA,0.1187,0.7281,11,auss,0.7657,0.7628,0.9786,,,
0,Batch_Cov_TopEig,Steering,0.1143,0.6851,15,auss,0.9873,0.9577,0.9786,,,
0,Batch_Cov_TopEig,ICL,-0.5738,0.0253,15,auss,0.0504,0.0348,0.1927,,*,
0,Batch_Cov_TopEig,GCG,-0.4488,0.0934,15,auss,0.3140,0.3913,0.4082,,,
0,Batch_Cov_TopEig,MIA,-0.0964,0.7325,15,auss,0.9988,1.0000,0.9786,,,
0,Batch_Cov_TopEig,MIA_MinK,-0.5727,0.0655,11,auss,0.8441,0.9762,0.3406,,,
0,Batch_Cov_TopEig,MIA_Ref,-0.1545,0.6500,11,auss,0.9821,0.9434,0.9786,,,
0,Batch_Cov_TopEig,MIA_Hidden,0.3727,0.2589,11,auss,0.9958,0.9939,0.7422,,,
0,Batch_Cov_TopEig,SPV_MIA,0.1050,0.7586,11,auss,0.7905,0.7916,0.9786,,,
0,Reg_S_alpha_2,Steering,-0.0659,0.8305,13,entropy,0.9873,0.9858,0.9786,,,
0,Reg_S_alpha_2,ICL,-0.1101,0.7204,13,entropy,0.7562,0.7749,0.9786,,,
0,Reg_S_alpha_2,GCG,-0.4625,0.1115,13,entropy,0.3526,0.2915,0.4614,,,
0,Reg_S_alpha_2,MIA,-0.1593,0.6031,13,entropy,0.9988,0.8292,0.9731,,,
0,Reg_S_alpha_2,MIA_MinK,-0.4000,0.2861,9,entropy,0.9822,0.9120,0.7717,,,
0,Reg_S_alpha_2,MIA_Ref,0.2167,0.5755,9,entropy,0.9785,0.9885,0.9586,,,
0,Reg_S_alpha_2,MIA_Hidden,0.7833,0.0125,9,entropy,0.5979,0.3680,0.1346,,,
0,Reg_S_alpha_2,SPV_MIA,0.1833,0.6368,9,entropy,0.7064,0.7154,0.9786,,,
0,Reg_MeanCos,Steering,0.0659,0.8305,13,entropy,0.9873,0.9858,0.9786,,,
0,Reg_MeanCos,ICL,0.1101,0.7204,13,entropy,0.7562,0.7749,0.9786,,,
0,Reg_MeanCos,GCG,0.4625,0.1115,13,entropy,0.3526,0.2915,0.4614,,,
0,Reg_MeanCos,MIA,0.1593,0.6031,13,entropy,0.9988,0.8292,0.9731,,,
0,Reg_MeanCos,MIA_MinK,0.4000,0.2861,9,entropy,0.9822,0.9120,0.7717,,,
0,Reg_MeanCos,MIA_Ref,-0.2167,0.5755,9,entropy,0.9785,0.9885,0.9586,,,
0,Reg_MeanCos,MIA_Hidden,-0.7833,0.0125,9,entropy,0.5979,0.3680,0.1346,,,
0,Reg_MeanCos,SPV_MIA,-0.1833,0.6368,9,entropy,0.7064,0.7154,0.9786,,,
0,Reg_MeanL2,Steering,-0.1813,0.5533,13,entropy,0.9873,0.9858,0.9522,,,
0,Reg_MeanL2,ICL,-0.1665,0.5867,13,entropy,0.6467,0.7040,0.9684,,,
0,Reg_MeanL2,GCG,-0.4306,0.1418,13,entropy,0.4027,0.3344,0.5261,,,
0,Reg_MeanL2,MIA,-0.1978,0.5171,13,entropy,0.9988,0.7585,0.9373,,,
0,Reg_MeanL2,MIA_MinK,0.4500,0.2242,9,entropy,0.9822,0.9120,0.6833,,,
0,Reg_MeanL2,MIA_Ref,0.0167,0.9661,9,entropy,1.0000,1.0000,0.9916,,,
0,Reg_MeanL2,MIA_Hidden,-0.3167,0.4064,9,entropy,0.9958,0.9847,0.8709,,,
0,Reg_MeanL2,SPV_MIA,0.8333,0.0053,9,entropy,0.0282,0.0236,0.0809,*,*,
0,AnonDiff_S_alpha_2,Steering,0.1538,0.6158,13,entropy,0.9873,0.9858,0.9786,,,
0,AnonDiff_S_alpha_2,ICL,-0.8607,0.0002,13,entropy,0.0112,0.0269,0.0369,*,*,*
0,AnonDiff_S_alpha_2,GCG,-0.4083,0.1660,13,entropy,0.4383,0.3681,0.5807,,,
0,AnonDiff_S_alpha_2,MIA,0.2198,0.4706,13,entropy,0.9988,0.7484,0.9242,,,
0,AnonDiff_S_alpha_2,MIA_MinK,-0.2000,0.6059,9,entropy,0.9822,0.9120,0.9731,,,
0,AnonDiff_S_alpha_2,MIA_Ref,-0.1333,0.7324,9,entropy,0.9821,0.9885,0.9786,,,
0,AnonDiff_S_alpha_2,MIA_Hidden,0.3333,0.3807,9,entropy,0.9958,0.9572,0.8545,,,
0,AnonDiff_S_alpha_2,SPV_MIA,0.7667,0.0159,9,entropy,0.0470,0.0383,0.1464,*,*,
0,AnonDiff_MeanCos,Steering,0.1044,0.7343,13,entropy,0.9873,0.9858,0.9786,,,
0,AnonDiff_MeanCos,ICL,0.6490,0.0164,13,entropy,0.0386,0.0787,0.1495,*,,
0,AnonDiff_MeanCos,GCG,0.4753,0.1007,13,entropy,0.3282,0.2713,0.4328,,,
0,AnonDiff_MeanCos,MIA,-0.5055,0.0780,13,entropy,0.9988,0.7011,0.3610,,,
0,AnonDiff_MeanCos,MIA_MinK,-0.1667,0.6682,9,entropy,0.9822,0.9120,0.9786,,,
0,AnonDiff_MeanCos,MIA_Ref,-0.0833,0.8312,9,entropy,0.9821,0.9885,0.9786,,,
0,AnonDiff_MeanCos,MIA_Hidden,-0.2500,0.5165,9,entropy,0.9958,0.9847,0.9373,,,
0,AnonDiff_MeanCos,SPV_MIA,-0.8833,0.0016,9,entropy,0.0137,0.0120,0.0464,*,*,*
0,AnonDiff_MeanL2,Steering,-0.1484,0.6286,13,entropy,0.9873,0.9858,0.9786,,,
0,AnonDiff_MeanL2,ICL,0.4459,0.1268,13,entropy,0.1784,0.2407,0.4916,,,
0,AnonDiff_MeanL2,GCG,0.0223,0.9423,13,entropy,0.9762,0.9794,0.9916,,,
0,AnonDiff_MeanL2,MIA,-0.5330,0.0607,13,entropy,0.9988,0.7011,0.3183,,,
0,AnonDiff_MeanL2,MIA_MinK,0.1333,0.7324,9,entropy,0.9822,0.9120,0.9786,,,
0,AnonDiff_MeanL2,MIA_Ref,-0.2167,0.5755,9,entropy,0.9785,0.9885,0.9586,,,
0,AnonDiff_MeanL2,MIA_Hidden,-0.3667,0.3317,9,entropy,0.9958,0.8818,0.8176,,,
0,AnonDiff_MeanL2,SPV_MIA,-0.7167,0.0298,9,entropy,0.0736,0.0610,0.2128,,,
0,NormAnonDiff_S_alpha_2,Steering,0.0769,0.8028,13,entropy,0.9873,0.9858,0.9786,,,
0,NormAnonDiff_S_alpha_2,ICL,-0.8437,0.0003,13,entropy,0.0112,0.0269,0.0369,*,*,*
0,NormAnonDiff_S_alpha_2,GCG,-0.5231,0.0666,13,entropy,0.3007,0.2615,0.3406,,,
0,NormAnonDiff_S_alpha_2,MIA,0.2912,0.3344,13,entropy,0.9988,0.7292,0.8176,,,
0,NormAnonDiff_S_alpha_2,MIA_MinK,-0.1667,0.6682,9,entropy,0.9822,0.9120,0.9786,,,
0,NormAnonDiff_S_alpha_2,MIA_Ref,-0.0500,0.8984,9,entropy,0.9821,1.0000,0.9907,,,
0,NormAnonDiff_S_alpha_2,MIA_Hidden,0.4167,0.2646,9,entropy,0.9958,0.7848,0.7422,,,
0,NormAnonDiff_S_alpha_2,SPV_MIA,0.7500,0.0199,9,entropy,0.0560,0.0450,0.1709,,*,
0,NormAnonDiff_MeanCos,Steering,0.1044,0.7343,13,entropy,0.9873,0.9858,0.9786,,,
0,NormAnonDiff_MeanCos,ICL,0.6490,0.0164,13,entropy,0.0386,0.0787,0.1495,*,,
0,NormAnonDiff_MeanCos,GCG,0.4753,0.1007,13,entropy,0.3282,0.2713,0.4328,,,
0,NormAnonDiff_MeanCos,MIA,-0.5055,0.0780,13,entropy,0.9988,0.7011,0.3610,,,
0,NormAnonDiff_MeanCos,MIA_MinK,-0.1667,0.6682,9,entropy,0.9822,0.9120,0.9786,,,
0,NormAnonDiff_MeanCos,MIA_Ref,-0.0833,0.8312,9,entropy,0.9821,0.9885,0.9786,,,
0,NormAnonDiff_MeanCos,MIA_Hidden,-0.2500,0.5165,9,entropy,0.9958,0.9847,0.9373,,,
0,NormAnonDiff_MeanCos,SPV_MIA,-0.8833,0.0016,9,entropy,0.0137,0.0120,0.0464,*,*,*
1,Centroid_Norm,Steering,-0.1000,0.7229,15,auss,0.9873,0.9577,0.9786,,,
1,Centroid_Norm,ICL,0.7283,0.0021,15,auss,0.0114,0.0069,0.0491,*,**,*
1,Centroid_Norm,GCG,0.3292,0.2308,15,auss,0.5531,0.6276,0.6972,,,
1,Centroid_Norm,MIA,-0.0964,0.7325,15,auss,0.9988,1.0000,0.9786,,,
1,Centroid_Norm,MIA_MinK,0.2273,0.5015,11,auss,0.9822,0.9762,0.9373,,,
1,Centroid_Norm,MIA_Ref,-0.0909,0.7904,11,auss,0.9821,0.9434,0.9786,,,
1,Centroid_Norm,MIA_Hidden,-0.0273,0.9366,11,auss,0.9958,0.9939,0.9907,,,
1,Centroid_Norm,SPV_MIA,-0.8219,0.0019,11,auss,0.0146,0.0148,0.0483,*,*,*
1,Global_Coherence,Steering,-0.1357,0.6296,15,auss,0.9873,0.9577,0.9786,,,
1,Global_Coherence,ICL,0.7430,0.0015,15,auss,0.0114,0.0069,0.0464,*,**,*
1,Global_Coherence,GCG,0.3292,0.2308,15,auss,0.5531,0.6276,0.6972,,,
1,Global_Coherence,MIA,-0.0536,0.8496,15,auss,0.9988,1.0000,0.9897,,,
1,Global_Coherence,MIA_MinK,0.2727,0.4171,11,auss,0.9822,0.9762,0.8797,,,
1,Global_Coherence,MIA_Ref,-0.0091,0.9788,11,auss,1.0000,0.9863,0.9952,,,
1,Global_Coherence,MIA_Hidden,-0.0636,0.8525,11,auss,0.9958,0.9939,0.9897,,,
1,Global_Coherence,SPV_MIA,-0.8402,0.0012,11,auss,0.0127,0.0127,0.0464,*,*,*
1,Batch_SecondMoment_TopEig,Steering,-0.1000,0.7229,15,auss,0.9873,0.9577,0.9786,,,
1,Batch_SecondMoment_TopEig,ICL,0.7283,0.0021,15,auss,0.0114,0.0069,0.0491,*,**,*
1,Batch_SecondMoment_TopEig,GCG,0.3292,0.2308,15,auss,0.5531,0.6276,0.6972,,,
1,Batch_SecondMoment_TopEig,MIA,-0.0964,0.7325,15,auss,0.9988,1.0000,0.9786,,,
1,Batch_SecondMoment_TopEig,MIA_MinK,0.2273,0.5015,11,auss,0.9822,0.9762,0.9373,,,
1,Batch_SecondMoment_TopEig,MIA_Ref,-0.0909,0.7904,11,auss,0.9821,0.9434,0.9786,,,
1,Batch_SecondMoment_TopEig,MIA_Hidden,-0.0273,0.9366,11,auss,0.9958,0.9939,0.9907,,,
1,Batch_SecondMoment_TopEig,SPV_MIA,-0.8219,0.0019,11,auss,0.0146,0.0148,0.0483,*,*,*
1,AUSS_L2,Steering,0.1357,0.6296,15,auss,0.9873,0.9577,0.9786,,,
1,AUSS_L2,ICL,-0.7430,0.0015,15,auss,0.0114,0.0069,0.0464,*,**,*
1,AUSS_L2,GCG,-0.3292,0.2308,15,auss,0.5531,0.6276,0.6972,,,
1,AUSS_L2,MIA,0.0536,0.8496,15,auss,0.9988,1.0000,0.9897,,,
1,AUSS_L2,MIA_MinK,-0.2727,0.4171,11,auss,0.9822,0.9762,0.8797,,,
1,AUSS_L2,MIA_Ref,0.0091,0.9788,11,auss,1.0000,0.9863,0.9952,,,
1,AUSS_L2,MIA_Hidden,0.0636,0.8525,11,auss,0.9958,0.9939,0.9897,,,
1,AUSS_L2,SPV_MIA,0.8402,0.0012,11,auss,0.0127,0.0127,0.0464,*,*,*
1,AUSS_Cos2,Steering,0.1000,0.7229,15,auss,0.9873,0.9577,0.9786,,,
1,AUSS_Cos2,ICL,-0.7283,0.0021,15,auss,0.0114,0.0069,0.0491,*,**,*
1,AUSS_Cos2,GCG,-0.3292,0.2308,15,auss,0.5531,0.6276,0.6972,,,
1,AUSS_Cos2,MIA,0.0964,0.7325,15,auss,0.9988,1.0000,0.9786,,,
1,AUSS_Cos2,MIA_MinK,-0.2273,0.5015,11,auss,0.9822,0.9762,0.9373,,,
1,AUSS_Cos2,MIA_Ref,0.0909,0.7904,11,auss,0.9821,0.9434,0.9786,,,
1,AUSS_Cos2,MIA_Hidden,0.0273,0.9366,11,auss,0.9958,0.9939,0.9907,,,
1,AUSS_Cos2,SPV_MIA,0.8219,0.0019,11,auss,0.0146,0.0148,0.0483,*,*,*
1,AUSS_Jac,Steering,0.0107,0.9698,15,auss,0.9877,0.9735,0.9928,,,
1,AUSS_Jac,ICL,0.5113,0.0514,15,auss,0.0911,0.0682,0.2892,,,
1,AUSS_Jac,GCG,-0.1274,0.6510,15,auss,0.9451,0.9546,0.9786,,,
1,AUSS_Jac,MIA,-0.0821,0.7710,15,auss,0.9988,1.0000,0.9786,,,
1,AUSS_Jac,MIA_MinK,0.2000,0.5554,11,auss,0.9822,0.9762,0.9522,,,
1,AUSS_Jac,MIA_Ref,-0.0636,0.8525,11,auss,0.9821,0.9434,0.9897,,,
1,AUSS_Jac,MIA_Hidden,0.3273,0.3259,11,auss,0.9958,0.9939,0.8163,,,
1,AUSS_Jac,SPV_MIA,-0.2466,0.4648,11,auss,0.5668,0.5134,0.9203,,,
1,Batch_Cov_Trace,Steering,0.1357,0.6296,15,auss,0.9873,0.9577,0.9786,,,
1,Batch_Cov_Trace,ICL,-0.7430,0.0015,15,auss,0.0114,0.0069,0.0464,*,**,*
1,Batch_Cov_Trace,GCG,-0.3292,0.2308,15,auss,0.5531,0.6276,0.6972,,,
1,Batch_Cov_Trace,MIA,0.0536,0.8496,15,auss,0.9988,1.0000,0.9897,,,
1,Batch_Cov_Trace,MIA_MinK,-0.2727,0.4171,11,auss,0.9822,0.9762,0.8797,,,
1,Batch_Cov_Trace,MIA_Ref,0.0091,0.9788,11,auss,1.0000,0.9863,0.9952,,,
1,Batch_Cov_Trace,MIA_Hidden,0.0636,0.8525,11,auss,0.9958,0.9939,0.9897,,,
1,Batch_Cov_Trace,SPV_MIA,0.8402,0.0012,11,auss,0.0127,0.0127,0.0464,*,*,*
1,Batch_Cov_TopEig,Steering,0.2536,0.3618,15,auss,0.9873,0.9577,0.8361,,,
1,Batch_Cov_TopEig,ICL,-0.6179,0.0141,15,auss,0.0351,0.0223,0.1394,*,*,
1,Batch_Cov_TopEig,GCG,-0.3077,0.2646,15,auss,0.5971,0.6529,0.7422,,,
1,Batch_Cov_TopEig,MIA,-0.2536,0.3618,15,auss,0.9988,1.0000,0.8361,,,
1,Batch_Cov_TopEig,MIA_MinK,-0.4727,0.1420,11,auss,0.9822,0.9762,0.5261,,,
1,Batch_Cov_TopEig,MIA_Ref,-0.2000,0.5554,11,auss,0.9785,0.9434,0.9522,,,
1,Batch_Cov_TopEig,MIA_Hidden,-0.0273,0.9366,11,auss,0.9958,0.9939,0.9907,,,
1,Batch_Cov_TopEig,SPV_MIA,0.3973,0.2263,11,auss,0.3018,0.2632,0.6893,,,
1,Reg_S_alpha_2,Steering,-0.1648,0.5905,13,entropy,0.9873,0.9858,0.9684,,,
1,Reg_S_alpha_2,ICL,-0.2991,0.3208,13,entropy,0.4004,0.4830,0.8163,,,
1,Reg_S_alpha_2,GCG,-0.0670,0.8279,13,entropy,0.9461,0.9261,0.9786,,,
1,Reg_S_alpha_2,MIA,0.5495,0.0518,13,entropy,0.9988,0.7011,0.2892,,,
1,Reg_S_alpha_2,MIA_MinK,0.5000,0.1705,9,entropy,0.9822,0.9120,0.5807,,,
1,Reg_S_alpha_2,MIA_Ref,0.2167,0.5755,9,entropy,0.9785,0.9885,0.9586,,,
1,Reg_S_alpha_2,MIA_Hidden,-0.4833,0.1875,9,entropy,0.9958,0.6345,0.6175,,,
1,Reg_S_alpha_2,SPV_MIA,0.8000,0.0096,9,entropy,0.0379,0.0318,0.1182,*,*,
1,Reg_MeanCos,Steering,0.1648,0.5905,13,entropy,0.9873,0.9858,0.9684,,,
1,Reg_MeanCos,ICL,0.2991,0.3208,13,entropy,0.4004,0.4830,0.8163,,,
1,Reg_MeanCos,GCG,0.0670,0.8279,13,entropy,0.9461,0.9261,0.9786,,,
1,Reg_MeanCos,MIA,-0.5495,0.0518,13,entropy,0.9988,0.7011,0.2892,,,
1,Reg_MeanCos,MIA_MinK,-0.5000,0.1705,9,entropy,0.9822,0.9120,0.5807,,,
1,Reg_MeanCos,MIA_Ref,-0.2167,0.5755,9,entropy,0.9785,0.9885,0.9586,,,
1,Reg_MeanCos,MIA_Hidden,0.4833,0.1875,9,entropy,0.9958,0.6345,0.6175,,,
1,Reg_MeanCos,SPV_MIA,-0.8000,0.0096,9,entropy,0.0379,0.0318,0.1182,*,*,
1,Reg_MeanL2,Steering,-0.0055,0.9858,13,entropy,0.9877,0.9858,0.9974,,,
1,Reg_MeanL2,ICL,0.1778,0.5612,13,entropy,0.6257,0.6848,0.9585,,,
1,Reg_MeanL2,GCG,-0.0223,0.9423,13,entropy,0.9762,0.9794,0.9916,,,
1,Reg_MeanL2,MIA,-0.3132,0.2974,13,entropy,0.9988,0.7011,0.7835,,,
1,Reg_MeanL2,MIA_MinK,0.7500,0.0199,9,entropy,0.6582,0.4876,0.1709,,,
1,Reg_MeanL2,MIA_Ref,-0.1333,0.7324,9,entropy,0.9821,0.9885,0.9786,,,
1,Reg_MeanL2,MIA_Hidden,-0.4167,0.2646,9,entropy,0.9958,0.7848,0.7422,,,
1,Reg_MeanL2,SPV_MIA,0.2833,0.4600,9,entropy,0.5623,0.6260,0.9136,,,
1,AnonDiff_S_alpha_2,Steering,0.0824,0.7890,13,entropy,0.9873,0.9858,0.9786,,,
1,AnonDiff_S_alpha_2,ICL,-0.8127,0.0007,13,entropy,0.0112,0.0269,0.0421,*,*,*
1,AnonDiff_S_alpha_2,GCG,-0.4849,0.0931,13,entropy,0.3140,0.2615,0.4082,,,
1,AnonDiff_S_alpha_2,MIA,0.2088,0.4936,13,entropy,0.9988,0.7495,0.9350,,,
1,AnonDiff_S_alpha_2,MIA_MinK,-0.1500,0.7001,9,entropy,0.9822,0.9120,0.9786,,,
1,AnonDiff_S_alpha_2,MIA_Ref,0.0000,1.0000,9,entropy,1.0000,1.0000,1.0000,,,
1,AnonDiff_S_alpha_2,MIA_Hidden,0.0167,0.9661,9,entropy,0.9958,0.9847,0.9916,,,
1,AnonDiff_S_alpha_2,SPV_MIA,0.8500,0.0037,9,entropy,0.0233,0.0204,0.0658,*,*,
1,AnonDiff_MeanCos,Steering,0.1484,0.6286,13,entropy,0.9873,0.9858,0.9786,,,
1,AnonDiff_MeanCos,ICL,0.6180,0.0244,13,entropy,0.0490,0.0894,0.1893,*,,
1,AnonDiff_MeanCos,GCG,0.4753,0.1007,13,entropy,0.3282,0.2713,0.4328,,,
1,AnonDiff_MeanCos,MIA,-0.4560,0.1173,13,entropy,0.9988,0.7011,0.4767,,,
1,AnonDiff_MeanCos,MIA_MinK,-0.1833,0.6368,9,entropy,0.9822,0.9120,0.9786,,,
1,AnonDiff_MeanCos,MIA_Ref,-0.1333,0.7324,9,entropy,0.9821,0.9885,0.9786,,,
1,AnonDiff_MeanCos,MIA_Hidden,0.1500,0.7001,9,entropy,0.9958,0.9847,0.9786,,,
1,AnonDiff_MeanCos,SPV_MIA,-0.9833,0.0000,9,entropy,0.0003,0.0001,0.0020,**,**,**
1,AnonDiff_MeanL2,Steering,-0.0824,0.7890,13,entropy,0.9873,0.9858,0.9786,,,
1,AnonDiff_MeanL2,ICL,0.3443,0.2494,13,entropy,0.3173,0.3896,0.7334,,,
1,AnonDiff_MeanL2,GCG,0.1308,0.6702,13,entropy,0.9451,0.8674,0.9786,,,
1,AnonDiff_MeanL2,MIA,-0.4341,0.1383,13,entropy,0.9988,0.7011,0.5195,,,
1,AnonDiff_MeanL2,MIA_MinK,0.4000,0.2861,9,entropy,0.9822,0.9120,0.7717,,,
1,AnonDiff_MeanL2,MIA_Ref,-0.2167,0.5755,9,entropy,0.9785,0.9885,0.9586,,,
1,AnonDiff_MeanL2,MIA_Hidden,-0.7833,0.0125,9,entropy,0.5979,0.3680,0.1346,,,
1,AnonDiff_MeanL2,SPV_MIA,-0.1833,0.6368,9,entropy,0.7064,0.7154,0.9786,,,
1,NormAnonDiff_S_alpha_2,Steering,-0.0055,0.9858,13,entropy,0.9877,0.9858,0.9974,,,
1,NormAnonDiff_S_alpha_2,ICL,-0.8127,0.0007,13,entropy,0.0112,0.0269,0.0421,*,*,*
1,NormAnonDiff_S_alpha_2,GCG,-0.5231,0.0666,13,entropy,0.3007,0.2615,0.3406,,,
1,NormAnonDiff_S_alpha_2,MIA,0.2527,0.4048,13,entropy,0.9988,0.7370,0.8709,,,
1,NormAnonDiff_S_alpha_2,MIA_MinK,-0.1000,0.7980,9,entropy,0.9822,0.9120,0.9786,,,
1,NormAnonDiff_S_alpha_2,MIA_Ref,0.1167,0.7650,9,entropy,0.9821,0.9885,0.9786,,,
1,NormAnonDiff_S_alpha_2,MIA_Hidden,-0.0167,0.9661,9,entropy,0.9958,0.9847,0.9916,,,
1,NormAnonDiff_S_alpha_2,SPV_MIA,0.8167,0.0072,9,entropy,0.0300,0.0261,0.0960,*,*,
1,NormAnonDiff_MeanCos,Steering,0.1484,0.6286,13,entropy,0.9873,0.9858,0.9786,,,
1,NormAnonDiff_MeanCos,ICL,0.6180,0.0244,13,entropy,0.0490,0.0894,0.1893,*,,
1,NormAnonDiff_MeanCos,GCG,0.4753,0.1007,13,entropy,0.3282,0.2713,0.4328,,,
1,NormAnonDiff_MeanCos,MIA,-0.4560,0.1173,13,entropy,0.9988,0.7011,0.4767,,,
1,NormAnonDiff_MeanCos,MIA_MinK,-0.1833,0.6368,9,entropy,0.9822,0.9120,0.9786,,,
1,NormAnonDiff_MeanCos,MIA_Ref,-0.1333,0.7324,9,entropy,0.9821,0.9885,0.9786,,,
1,NormAnonDiff_MeanCos,MIA_Hidden,0.1500,0.7001,9,entropy,0.9958,0.9847,0.9786,,,
1,NormAnonDiff_MeanCos,SPV_MIA,-0.9833,0.0000,9,entropy,0.0003,0.0001,0.0020,**,**,**
