layer,metric,attack,rho,pval,n,family
0,AUSS_Jac,SPV_MIA,0.34101744589242083,0.30475093676404863,11,auss
0,Batch_Cov_Trace,Steering,0.1928571428571428,0.4910487016052232,15,auss
0,Batch_Cov_Trace,ICL,-0.5848118245468965,0.022030208511854242,15,auss
0,Batch_Cov_Trace,GCG,-0.3155043751720223,0.2520035227730589,15,auss
0,Batch_Cov_Trace,MIA,-0.07142857142857141,0.8002959873970544,15,auss
0,Batch_Cov_Trace,MIA_MinK,-0.6454545454545455,0.03196279932801745,11,auss
0,Batch_Cov_Trace,MIA_Ref,-0.18181818181818182,0.5926152128455,11,auss
0,Batch_Cov_Trace,MIA_Hidden,0.3454545454545455,0.2980892209030388,11,auss
0,Batch_Cov_Trace,SPV_MIA,0.11872269889407801,0.7280862602638447,11,auss
0,Batch_Cov_TopEig,Steering,0.11428571428571425,0.6850657626568972,15,auss
0,Batch_Cov_TopEig,ICL,-0.5737776391780871,0.025317694685885815,15,auss
0,Batch_Cov_TopEig,GCG,-0.44876088145585774,0.09336864841901008,15,auss
0,Batch_Cov_TopEig,MIA,-0.0964285714285714,0.7324528633867308,15,auss
0,Batch_Cov_TopEig,MIA_MinK,-0.5727272727272729,0.06554305260101842,11,auss
0,Batch_Cov_TopEig,MIA_Ref,-0.15454545454545454,0.65003396549758,11,auss
0,Batch_Cov_TopEig,MIA_Hidden,0.3727272727272728,0.25892587368422215,11,auss
0,Batch_Cov_TopEig,SPV_MIA,0.10502392594476133,0.758602917769562,11,auss
0,Reg_S_alpha_2,Steering,-0.06593406593406594,0.8305423857560938,13,entropy
0,Reg_S_alpha_2,ICL,-0.11005362893715058,0.7204093308322488,13,entropy
0,Reg_S_alpha_2,GCG,-0.46252523058703393,0.11150959630129112,13,entropy
0,Reg_S_alpha_2,MIA,-0.15934065934065936,0.6030877531318972,13,entropy
0,Reg_S_alpha_2,MIA_MinK,-0.39999999999999997,0.2861051019083129,9,entropy
0,Reg_S_alpha_2,MIA_Ref,0.21666666666666667,0.5755148957119259,9,entropy
0,Reg_S_alpha_2,MIA_Hidden,0.7833333333333333,0.012519873019449882,9,entropy
0,Reg_S_alpha_2,SPV_MIA,0.18333333333333335,0.6368198117628943,9,entropy
0,Reg_MeanCos,Steering,0.06593406593406594,0.8305423857560938,13,entropy
0,Reg_MeanCos,ICL,0.11005362893715058,0.7204093308322488,13,entropy
0,Reg_MeanCos,GCG,0.46252523058703393,0.11150959630129112,13,entropy
0,Reg_MeanCos,MIA,0.15934065934065936,0.6030877531318972,13,entropy
0,Reg_MeanCos,MIA_MinK,0.39999999999999997,0.2861051019083129,9,entropy
0,Reg_MeanCos,MIA_Ref,-0.21666666666666667,0.5755148957119259,9,entropy
0,Reg_MeanCos,MIA_Hidden,-0.7833333333333333,0.012519873019449882,9,entropy
0,Reg_MeanCos,SPV_MIA,-0.18333333333333335,0.6368198117628943,9,entropy
0,Reg_MeanL2,Steering,-0.18131868131868134,0.5532950092839335,13,entropy
0,Reg_MeanL2,ICL,-0.16649138736645855,0.5866988041930951,13,entropy
0,Reg_MeanL2,GCG,-0.4306269388224109,0.14184831433653405,13,entropy
0,Reg_MeanL2,MIA,-0.19780219780219782,0.51713091148483,13,entropy
0,Reg_MeanL2,MIA_MinK,0.45,0.22421610749233659,9,entropy
0,Reg_MeanL2,MIA_Ref,0.016666666666666666,0.9660548039946861,9,entropy
0,Reg_MeanL2,MIA_Hidden,-0.31666666666666665,0.4063970144863861,9,entropy
0,Reg_MeanL2,SPV_MIA,0.8333333333333333,0.005265691029161748,9,entropy
0,AnonDiff_S_alpha_2,Steering,0.15384615384615383,0.6157988686488814,13,entropy
0,AnonDiff_S_alpha_2,ICL,-0.8606758160469467,0.0001587793243092038,13,entropy
0,AnonDiff_S_alpha_2,GCG,-0.40829813458717473,0.16603005511497088,13,entropy
0,AnonDiff_S_alpha_2,MIA,0.21978021978021978,0.47061485147214255,13,entropy
0,AnonDiff_S_alpha_2,MIA_MinK,-0.19999999999999998,0.6059012741795533,9,entropy
0,AnonDiff_S_alpha_2,MIA_Ref,-0.13333333333333333,0.7323675052362975,9,entropy
0,AnonDiff_S_alpha_2,MIA_Hidden,0.33333333333333337,0.38071318167686347,9,entropy
0,AnonDiff_S_alpha_2,SPV_MIA,0.7666666666666667,0.01594401657897401,9,entropy
0,AnonDiff_MeanCos,Steering,0.1043956043956044,0.7343037452877026,13,entropy
0,AnonDiff_MeanCos,ICL,0.6490342219370416,0.016385464774556463,13,entropy
0,AnonDiff_MeanCos,GCG,0.4752845472928831,0.10071051212118423,13,entropy
0,AnonDiff_MeanCos,MIA,-0.5054945054945055,0.07803332731018388,13,entropy
0,AnonDiff_MeanCos,MIA_MinK,-0.16666666666666669,0.668231040071504,9,entropy
0,AnonDiff_MeanCos,MIA_Ref,-0.08333333333333334,0.831214097710308,9,entropy
0,AnonDiff_MeanCos,MIA_Hidden,-0.25,0.5164895523012263,9,entropy
0,AnonDiff_MeanCos,SPV_MIA,-0.8833333333333333,0.0015905004234978686,9,entropy
0,AnonDiff_MeanL2,Steering,-0.14835164835164835,0.6286094178894162,13,entropy
0,AnonDiff_MeanL2,ICL,0.44585829159153306,0.12675574065992923,13,entropy
0,AnonDiff_MeanL2,GCG,0.02232880423523612,0.9422808056350152,13,entropy
0,AnonDiff_MeanL2,MIA,-0.532967032967033,0.06073650306561792,13,entropy
0,AnonDiff_MeanL2,MIA_MinK,0.13333333333333333,0.7323675052362975,9,entropy
0,AnonDiff_MeanL2,MIA_Ref,-0.21666666666666667,0.5755148957119259,9,entropy
0,AnonDiff_MeanL2,MIA_Hidden,-0.3666666666666667,0.33173980143301507,9,entropy
0,AnonDiff_MeanL2,SPV_MIA,-0.7166666666666667,0.029818035695845287,9,entropy
0,NormAnonDiff_S_alpha_2,Steering,0.07692307692307691,0.8027630076692551,13,entropy
0,NormAnonDiff_S_alpha_2,ICL,-0.8437444885181543,0.0002883374184316047,13,entropy
0,NormAnonDiff_S_alpha_2,GCG,-0.5231319849398176,0.06658098074185795,13,entropy
0,NormAnonDiff_S_alpha_2,MIA,0.2912087912087912,0.3343858561975295,13,entropy
0,NormAnonDiff_S_alpha_2,MIA_MinK,-0.16666666666666669,0.668231040071504,9,entropy
0,NormAnonDiff_S_alpha_2,MIA_Ref,-0.049999999999999996,0.8983528043506301,9,entropy
0,NormAnonDiff_S_alpha_2,MIA_Hidden,0.41666666666666663,0.26458604674749614,9,entropy
0,NormAnonDiff_S_alpha_2,SPV_MIA,0.75,0.019942126131992522,9,entropy
0,NormAnonDiff_MeanCos,Steering,0.1043956043956044,0.7343037452877026,13,entropy
0,NormAnonDiff_MeanCos,ICL,0.6490342219370416,0.016385464774556463,13,entropy
0,NormAnonDiff_MeanCos,GCG,0.4752845472928831,0.10071051212118423,13,entropy
0,NormAnonDiff_MeanCos,MIA,-0.5054945054945055,0.07803332731018388,13,entropy
0,NormAnonDiff_MeanCos,MIA_MinK,-0.16666666666666669,0.668231040071504,9,entropy
0,NormAnonDiff_MeanCos,MIA_Ref,-0.08333333333333334,0.831214097710308,9,entropy
0,NormAnonDiff_MeanCos,MIA_Hidden,-0.25,0.5164895523012263,9,entropy
0,NormAnonDiff_MeanCos,SPV_MIA,-0.8833333333333333,0.0015905004234978686,9,entropy
1,Centroid_Norm,Steering,-0.09999999999999999,0.7228973252791182,15,auss
1,Centroid_Norm,ICL,0.7282562343414183,0.002079099715782308,15,auss
1,Centroid_Norm,GCG,0.32922195670124066,0.23083161020424778,15,auss
1,Centroid_Norm,MIA,-0.0964285714285714,0.7324528633867308,15,auss
1,Centroid_Norm,MIA_MinK,0.22727272727272727,0.501535667604937,11,auss
1,Centroid_Norm,MIA_Ref,-0.09090909090909091,0.7903727377532903,11,auss
1,Centroid_Norm,MIA_Hidden,-0.02727272727272728,0.9365584481926122,11,auss
1,Centroid_Norm,SPV_MIA,-0.8219263769590017,0.0019078517267601207,11,auss
1,Global_Coherence,Steering,-0.1357142857142857,0.6296204418728145,15,auss
1,Global_Coherence,ICL,0.7429684814998307,0.0015056898492542224,15,auss
1,Global_Coherence,GCG,0.32922195670124066,0.23083161020424778,15,auss
1,Global_Coherence,MIA,-0.05357142857142857,0.8496099367776071,15,auss
1,Global_Coherence,MIA_MinK,0.27272727272727276,0.41714143714253127,11,auss
1,Global_Coherence,MIA_Ref,-0.009090909090909092,0.9788365001441937,11,auss
1,Global_Coherence,MIA_Hidden,-0.06363636363636364,0.8525390725425217,11,auss
1,Global_Coherence,SPV_MIA,-0.8401914075580906,0.0012054910259263949,11,auss
1,Batch_SecondMoment_TopEig,Steering,-0.09999999999999999,0.7228973252791182,15,auss
1,Batch_SecondMoment_TopEig,ICL,0.7282562343414183,0.002079099715782308,15,auss
1,Batch_SecondMoment_TopEig,GCG,0.32922195670124066,0.23083161020424778,15,auss
1,Batch_SecondMoment_TopEig,MIA,-0.0964285714285714,0.7324528633867308,15,auss
1,Batch_SecondMoment_TopEig,MIA_MinK,0.22727272727272727,0.501535667604937,11,auss
1,Batch_SecondMoment_TopEig,MIA_Ref,-0.09090909090909091,0.7903727377532903,11,auss
1,Batch_SecondMoment_TopEig,MIA_Hidden,-0.02727272727272728,0.9365584481926122,11,auss
1,Batch_SecondMoment_TopEig,SPV_MIA,-0.8219263769590017,0.0019078517267601207,11,auss
1,AUSS_L2,Steering,0.1357142857142857,0.6296204418728145,15,auss
1,AUSS_L2,ICL,-0.7429684814998307,0.0015056898492542224,15,auss
1,AUSS_L2,GCG,-0.32922195670124066,0.23083161020424778,15,auss
1,AUSS_L2,MIA,0.05357142857142857,0.8496099367776071,15,auss
1,AUSS_L2,MIA_MinK,-0.27272727272727276,0.41714143714253127,11,auss
1,AUSS_L2,MIA_Ref,0.009090909090909092,0.9788365001441937,11,auss
1,AUSS_L2,MIA_Hidden,0.06363636363636364,0.8525390725425217,11,auss
1,AUSS_L2,SPV_MIA,0.8401914075580906,0.0012054910259263949,11,auss
1,AUSS_Cos2,Steering,0.09999999999999999,0.7228973252791182,15,auss
1,AUSS_Cos2,ICL,-0.7282562343414183,0.002079099715782308,15,auss
1,AUSS_Cos2,GCG,-0.32922195670124066,0.23083161020424778,15,auss
1,AUSS_Cos2,MIA,0.0964285714285714,0.7324528633867308,15,auss
1,AUSS_Cos2,MIA_MinK,-0.22727272727272727,0.501535667604937,11,auss
1,AUSS_Cos2,MIA_Ref,0.09090909090909091,0.7903727377532903,11,auss
1,AUSS_Cos2,MIA_Hidden,0.02727272727272728,0.9365584481926122,11,auss
1,AUSS_Cos2,SPV_MIA,0.8219263769590017,0.0019078517267601207,11,auss
1,AUSS_Jac,Steering,0.010714285714285713,0.9697698761545686,15,auss
1,AUSS_Jac,ICL,0.5112505887548341,0.05143895535044793,15,auss
1,AUSS_Jac,GCG,-0.12737754277131333,0.6509930440948273,15,auss
1,AUSS_Jac,MIA,-0.08214285714285713,0.7710285652881772,15,auss
1,AUSS_Jac,MIA_MinK,0.20000000000000004,0.5554454421055854,11,auss
1,AUSS_Jac,MIA_Ref,-0.06363636363636364,0.8525390725425217,11,auss
1,AUSS_Jac,MIA_Hidden,0.3272727272727273,0.32589494101284167,11,auss
1,AUSS_Jac,SPV_MIA,-0.2465779130877005,0.46482031341588437,11,auss
1,Batch_Cov_Trace,Steering,0.1357142857142857,0.6296204418728145,15,auss
1,Batch_Cov_Trace,ICL,-0.7429684814998307,0.0015056898492542224,15,auss
1,Batch_Cov_Trace,GCG,-0.32922195670124066,0.23083161020424778,15,auss
1,Batch_Cov_Trace,MIA,0.05357142857142857,0.8496099367776071,15,auss
1,Batch_Cov_Trace,MIA_MinK,-0.27272727272727276,0.41714143714253127,11,auss
1,Batch_Cov_Trace,MIA_Ref,0.009090909090909092,0.9788365001441937,11,auss
1,Batch_Cov_Trace,MIA_Hidden,0.06363636363636364,0.8525390725425217,11,auss
1,Batch_Cov_Trace,SPV_MIA,0.8401914075580906,0.0012054910259263949,11,auss
1,Batch_Cov_TopEig,Steering,0.25357142857142856,0.3618161038158896,15,auss
1,Batch_Cov_TopEig,ICL,-0.6179143806533246,0.01409245937056775,15,auss
1,Batch_Cov_TopEig,GCG,-0.307665757155326,0.264617855058918,15,auss
1,Batch_Cov_TopEig,MIA,-0.25357142857142856,0.3618161038158896,15,auss
1,Batch_Cov_TopEig,MIA_MinK,-0.4727272727272727,0.14199852020631992,11,auss
1,Batch_Cov_TopEig,MIA_Ref,-0.20000000000000004,0.5554454421055854,11,auss
1,Batch_Cov_TopEig,MIA_Hidden,-0.02727272727272728,0.9365584481926122,11,auss
1,Batch_Cov_TopEig,SPV_MIA,0.39726441553018416,0.22634391204459434,11,auss
1,Reg_S_alpha_2,Steering,-0.16483516483516483,0.590478988652005,13,entropy
1,Reg_S_alpha_2,ICL,-0.29912011967533225,0.32080639735784044,13,entropy
1,Reg_S_alpha_2,GCG,-0.06698641270570836,0.8278737645471099,13,entropy
1,Reg_S_alpha_2,MIA,0.5494505494505494,0.05177062555916269,13,entropy
1,Reg_S_alpha_2,MIA_MinK,0.5,0.17047066078705375,9,entropy
1,Reg_S_alpha_2,MIA_Ref,0.21666666666666667,0.5755148957119259,9,entropy
1,Reg_S_alpha_2,MIA_Hidden,-0.48333333333333334,0.18746985521554207,9,entropy
1,Reg_S_alpha_2,SPV_MIA,0.7999999999999999,0.00962792472537983,9,entropy
1,Reg_MeanCos,Steering,0.16483516483516483,0.590478988652005,13,entropy
1,Reg_MeanCos,ICL,0.29912011967533225,0.32080639735784044,13,entropy
1,Reg_MeanCos,GCG,0.06698641270570836,0.8278737645471099,13,entropy
1,Reg_MeanCos,MIA,-0.5494505494505494,0.05177062555916269,13,entropy
1,Reg_MeanCos,MIA_MinK,-0.5,0.17047066078705375,9,entropy
1,Reg_MeanCos,MIA_Ref,-0.21666666666666667,0.5755148957119259,9,entropy
1,Reg_MeanCos,MIA_Hidden,0.48333333333333334,0.18746985521554207,9,entropy
1,Reg_MeanCos,SPV_MIA,-0.7999999999999999,0.00962792472537983,9,entropy
1,Reg_MeanL2,Steering,-0.005494505494505494,0.9857869107140623,13,entropy
1,Reg_MeanL2,ICL,0.17777893905232015,0.5611964913848333,13,entropy
1,Reg_MeanL2,GCG,-0.02232880423523612,0.9422808056350152,13,entropy
1,Reg_MeanL2,MIA,-0.3131868131868132,0.2974384220710292,13,entropy
1,Reg_MeanL2,MIA_MinK,0.75,0.019942126131992522,9,entropy
1,Reg_MeanL2,MIA_Ref,-0.13333333333333333,0.7323675052362975,9,entropy
1,Reg_MeanL2,MIA_Hidden,-0.41666666666666663,0.26458604674749614,9,entropy
1,Reg_MeanL2,SPV_MIA,0.2833333333333333,0.46003032896571994,9,entropy
1,AnonDiff_S_alpha_2,Steering,0.08241758241758242,0.788950927847518,13,entropy
1,AnonDiff_S_alpha_2,ICL,-0.812703721382035,0.0007332327272424231,13,entropy
1,AnonDiff_S_alpha_2,GCG,-0.48485403482227,0.09309475134156509,13,entropy
1,AnonDiff_S_alpha_2,MIA,0.2087912087912088,0.493621819356885,13,entropy
1,AnonDiff_S_alpha_2,MIA_MinK,-0.15,0.7000942309691419,9,entropy
1,AnonDiff_S_alpha_2,MIA_Ref,0.0,1.0,9,entropy
1,AnonDiff_S_alpha_2,MIA_Hidden,0.016666666666666666,0.9660548039946861,9,entropy
1,AnonDiff_S_alpha_2,SPV_MIA,0.8499999999999999,0.0037047773275858133,9,entropy
1,AnonDiff_MeanCos,Steering,0.14835164835164835,0.6286094178894162,13,entropy
1,AnonDiff_MeanCos,ICL,0.6179934548009225,0.024383628114535583,13,entropy
1,AnonDiff_MeanCos,GCG,0.4752845472928831,0.10071051212118423,13,entropy
1,AnonDiff_MeanCos,MIA,-0.45604395604395603,0.11728306543614495,13,entropy
1,AnonDiff_MeanCos,MIA_MinK,-0.18333333333333335,0.6368198117628943,9,entropy
1,AnonDiff_MeanCos,MIA_Ref,-0.13333333333333333,0.7323675052362975,9,entropy
1,AnonDiff_MeanCos,MIA_Hidden,0.15,0.7000942309691419,9,entropy
1,AnonDiff_MeanCos,SPV_MIA,-0.9833333333333333,1.9361963037459243e-06,9,entropy
1,AnonDiff_MeanL2,Steering,-0.08241758241758242,0.788950927847518,13,entropy
1,AnonDiff_MeanL2,ICL,0.34427032641877864,0.24937797622797359,13,entropy
1,AnonDiff_MeanL2,GCG,0.1307829962349544,0.6702033346905142,13,entropy
1,AnonDiff_MeanL2,MIA,-0.4340659340659341,0.1383423778882127,13,entropy
1,AnonDiff_MeanL2,MIA_MinK,0.39999999999999997,0.2861051019083129,9,entropy
1,AnonDiff_MeanL2,MIA_Ref,-0.21666666666666667,0.5755148957119259,9,entropy
1,AnonDiff_MeanL2,MIA_Hidden,-0.7833333333333333,0.012519873019449882,9,entropy
1,AnonDiff_MeanL2,SPV_MIA,-0.18333333333333335,0.6368198117628943,9,entropy
1,NormAnonDiff_S_alpha_2,Steering,-0.005494505494505494,0.9857869107140623,13,entropy
1,NormAnonDiff_S_alpha_2,ICL,-0.812703721382035,0.0007332327272424231,13,entropy
1,NormAnonDiff_S_alpha_2,GCG,-0.5231319849398176,0.06658098074185795,13,entropy
1,NormAnonDiff_S_alpha_2,MIA,0.25274725274725274,0.40477407127094656,13,entropy
1,NormAnonDiff_S_alpha_2,MIA_MinK,-0.09999999999999999,0.797971695234851,9,entropy
1,NormAnonDiff_S_alpha_2,MIA_Ref,0.11666666666666665,0.7650079429261462,9,entropy
1,NormAnonDiff_S_alpha_2,MIA_Hidden,-0.016666666666666666,0.9660548039946861,9,entropy
1,NormAnonDiff_S_alpha_2,SPV_MIA,0.8166666666666667,0.007224785246358786,9,entropy
1,NormAnonDiff_MeanCos,Steering,0.14835164835164835,0.6286094178894162,13,entropy
1,NormAnonDiff_MeanCos,ICL,0.6179934548009225,0.024383628114535583,13,entropy
1,NormAnonDiff_MeanCos,GCG,0.4752845472928831,0.10071051212118423,13,entropy
1,NormAnonDiff_MeanCos,MIA,-0.45604395604395603,0.11728306543614495,13,entropy
1,NormAnonDiff_MeanCos,MIA_MinK,-0.18333333333333335,0.6368198117628943,9,entropy
1,NormAnonDiff_MeanCos,MIA_Ref,-0.13333333333333333,0.7323675052362975,9,entropy
1,NormAnonDiff_MeanCos,MIA_Hidden,0.15,0.7000942309691419,9,entropy
1,NormAnonDiff_MeanCos,SPV_MIA,-0.9833333333333333,1.9361963037459243e-06,9,entropy
2,Centroid_Norm,Steering,-0.16785714285714282,0.5498555542278019,15,auss
2,Centroid_Norm,ICL,0.41194292043554975,0.12707767538891956,15,auss
2,Centroid_Norm,GCG,0.4036888278598545,0.135643413258801,15,auss
2,Centroid_Norm,MIA,0.0,1.0,15,auss
2,Centroid_Norm,MIA_MinK,0.02727272727272728,0.9365584481926122,11,auss
2,Centroid_Norm,MIA_Ref,0.18181818181818182,0.5926152128455,11,auss
2,Centroid_Norm,MIA_Hidden,-0.018181818181818184,0.9576852410216187,11,auss
2,Centroid_Norm,SPV_MIA,-0.5570834332722122,0.0750311232667093,11,auss
2,Global_Coherence,Steering,-0.16785714285714282,0.5498555542278019,15,auss
2,Global_Coherence,ICL,0.41194292043554975,0.12707767538891956,15,auss
2,Global_Coherence,GCG,0.4036888278598545,0.135643413258801,15,auss
2,Global_Coherence,MIA,0.0,1.0,15,auss
2,Global_Coherence,MIA_MinK,0.02727272727272728,0.9365584481926122,11,auss
2,Global_Coherence,MIA_Ref,0.18181818181818182,0.5926152128455,11,auss
2,Global_Coherence,MIA_Hidden,-0.018181818181818184,0.9576852410216187,11,auss
2,Global_Coherence,SPV_MIA,-0.5570834332722122,0.0750311232667093,11,auss
2,Batch_SecondMoment_TopEig,Steering,-0.16785714285714282,0.5498555542278019,15,auss
2,Batch_SecondMoment_TopEig,ICL,0.41194292043554975,0.12707767538891956,15,auss
2,Batch_SecondMoment_TopEig,GCG,0.4036888278598545,0.135643413258801,15,auss
2,Batch_SecondMoment_TopEig,MIA,0.0,1.0,15,auss
2,Batch_SecondMoment_TopEig,MIA_MinK,0.02727272727272728,0.9365584481926122,11,auss
2,Batch_SecondMoment_TopEig,MIA_Ref,0.18181818181818182,0.5926152128455,11,auss
2,Batch_SecondMoment_TopEig,MIA_Hidden,-0.018181818181818184,0.9576852410216187,11,auss
2,Batch_SecondMoment_TopEig,SPV_MIA,-0.5570834332722122,0.0750311232667093,11,auss
2,AUSS_L2,Steering,0.16785714285714282,0.5498555542278019,15,auss
2,AUSS_L2,ICL,-0.41194292043554975,0.12707767538891956,15,auss
2,AUSS_L2,GCG,-0.4036888278598545,0.135643413258801,15,auss
2,AUSS_L2,MIA,0.0,1.0,15,auss
2,AUSS_L2,MIA_MinK,-0.02727272727272728,0.9365584481926122,11,auss
2,AUSS_L2,MIA_Ref,-0.18181818181818182,0.5926152128455,11,auss
2,AUSS_L2,MIA_Hidden,0.018181818181818184,0.9576852410216187,11,auss
2,AUSS_L2,SPV_MIA,0.5570834332722122,0.0750311232667093,11,auss
2,AUSS_Cos2,Steering,0.16785714285714282,0.5498555542278019,15,auss
2,AUSS_Cos2,ICL,-0.41194292043554975,0.12707767538891956,15,auss
2,AUSS_Cos2,GCG,-0.4036888278598545,0.135643413258801,15,auss
2,AUSS_Cos2,MIA,0.0,1.0,15,auss
2,AUSS_Cos2,MIA_MinK,-0.02727272727272728,0.9365584481926122,11,auss
2,AUSS_Cos2,MIA_Ref,-0.18181818181818182,0.5926152128455,11,auss
2,AUSS_Cos2,MIA_Hidden,0.018181818181818184,0.9576852410216187,11,auss
2,AUSS_Cos2,SPV_MIA,0.5570834332722122,0.0750311232667093,11,auss
2,AUSS_Jac,Steering,0.14285714285714282,0.6115222287644655,15,auss
2,AUSS_Jac,ICL,-0.4266551675939622,0.11274125692498826,15,auss
2,AUSS_Jac,GCG,-0.4134871003807248,0.12551727688457148,15,auss
2,AUSS_Jac,MIA,0.075,0.7905107941552679,15,auss
2,AUSS_Jac,MIA_MinK,0.07272727272727274,0.831716405381337,11,auss
2,AUSS_Jac,MIA_Ref,-0.26363636363636367,0.4334407376116145,11,auss
2,AUSS_Jac,MIA_Hidden,0.009090909090909092,0.9788365001441937,11,auss
2,AUSS_Jac,SPV_MIA,0.611878525069479,0.04542676677345926,11,auss
2,Batch_Cov_Trace,Steering,0.16785714285714282,0.5498555542278019,15,auss
2,Batch_Cov_Trace,ICL,-0.41194292043554975,0.12707767538891956,15,auss
2,Batch_Cov_Trace,GCG,-0.4036888278598545,0.135643413258801,15,auss
2,Batch_Cov_Trace,MIA,0.0,1.0,15,auss
2,Batch_Cov_Trace,MIA_MinK,-0.02727272727272728,0.9365584481926122,11,auss
2,Batch_Cov_Trace,MIA_Ref,-0.18181818181818182,0.5926152128455,11,auss
2,Batch_Cov_Trace,MIA_Hidden,0.018181818181818184,0.9576852410216187,11,auss
2,Batch_Cov_Trace,SPV_MIA,0.5570834332722122,0.0750311232667093,11,auss
2,Batch_Cov_TopEig,Steering,0.2785714285714285,0.3147094732307908,15,auss
2,Batch_Cov_TopEig,ICL,-0.5627434538092778,0.02896478020959455,15,auss
2,Batch_Cov_TopEig,GCG,-0.4330836454224653,0.10684365160257359,15,auss
2,Batch_Cov_TopEig,MIA,-0.0964285714285714,0.7324528633867308,15,auss
2,Batch_Cov_TopEig,MIA_MinK,-0.14545454545454548,0.6695786456420787,11,auss
2,Batch_Cov_TopEig,MIA_Ref,-0.20000000000000004,0.5554454421055854,11,auss
2,Batch_Cov_TopEig,MIA_Hidden,-0.045454545454545456,0.8944269969053026,11,auss
2,Batch_Cov_TopEig,SPV_MIA,0.4383607343781342,0.17745328714543396,11,auss
2,Reg_S_alpha_2,Steering,0.010989010989010988,0.971577682777073,13,entropy
2,Reg_S_alpha_2,ICL,-0.3781329814763635,0.20267985068165642,13,entropy
2,Reg_S_alpha_2,GCG,-0.13716265458787902,0.6549917371775356,13,entropy
